year,parameter,fold,log_length_scale,length_scale,upper_bound,hit_threshold,hit_upper_bound,total_hits,retained
2021,CHP_NonRetrofitted_Min_Power_300-660,4,1.6484715101121958,5.199027090555079,54.598150033144236,49.40244910553017,false,0,true
2021,CHP_NonRetrofitted_Time_300-660,4,3.9999999999998814,54.59815003313776,54.598150033144236,49.40244910553017,true,4,false
2021,CHP_NonRetrofitted_Min_Power_0-300,4,2.4496421341141965,11.584200387219354,54.598150033144236,49.40244910553017,false,0,true
2021,CHP_NonRetrofitted_Time_0-300,4,3.999999999999832,54.59815003313508,54.598150033144236,49.40244910553017,true,5,false
2021,MLT_Band,4,1.0916440310316389,2.979167893129128,54.598150033144236,49.40244910553017,false,0,true
2021,Coal_Retrofitted_Min_Power_660-1000,5,3.999999999997283,54.598150032995896,54.598150033144236,49.40244910553017,true,4,false
2021,Coal_Retrofitted_Time_660-1000,5,3.999999999998017,54.59815003303598,54.598150033144236,49.40244910553017,true,5,false
2021,Coal_Retrofitted_Min_Power_300-660,5,2.3903335243013766,10.91713446555252,54.598150033144236,49.40244910553017,false,0,true
2021,Coal_Retrofitted_Time_300-660,5,3.999999999973723,54.59815003170955,54.598150033144236,49.40244910553017,true,5,false
2021,Coal_Retrofitted_Min_Power_0-300,5,3.999999999994227,54.59815003282903,54.598150033144236,49.40244910553017,true,3,true
2021,Coal_Retrofitted_Time_0-300,5,3.020548044482869,20.502524901417527,54.598150033144236,49.40244910553017,false,2,true
2021,CHP_NonRetrofitted_Min_Power_660-1000,5,3.999999999998221,54.598150033047105,54.598150033144236,49.40244910553017,true,5,false
2021,CHP_NonRetrofitted_Time_660-1000,5,3.99999999999824,54.59815003304815,54.598150033144236,49.40244910553017,true,5,false
2021,CHP_NonRetrofitted_Min_Power_300-660,5,2.1359283642767,8.46490137224898,54.598150033144236,49.40244910553017,false,0,true
2021,CHP_NonRetrofitted_Time_300-660,5,3.9999999999973648,54.59815003300036,54.598150033144236,49.40244910553017,true,4,false
2021,CHP_NonRetrofitted_Min_Power_0-300,5,2.5097706811290803,12.302108631358028,54.598150033144236,49.40244910553017,false,0,true
2021,CHP_NonRetrofitted_Time_0-300,5,3.9999999999982885,54.59815003305079,54.598150033144236,49.40244910553017,true,5,false
2021,MLT_Band,5,1.163051965211846,3.1996837129316194,54.598150033144236,49.40244910553017,false,0,true
