Chinese_Name,Start_Year,Retired_Year,region,major_area,Retrofitted,Resource,technology,captive,cluster,R_ID,Zone,STOR,SOLAR,BIOPOWER,COAL,GEOTHERMAL,WIND,GAS,LHYDRO,SHYDRO,HYDRO,NUCLEAR,NONDISP,RENEW,OTHER,Commit,Existing_Cap_MW,num_units,Cap_Size,Var_OM_Cost_per_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,Fuel,Min_Power,Eff_Up,Eff_Down,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,Existing_Cap_MWh,CHP,Dummy,Dummy_tech
 华能国际大连发电厂,1988,,LN,Dalian,0,Huaneng Dalian power station Unit 3,conventional_steam_coal,0,1,289,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,11.75,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 华能国际大连发电厂,1988,,LN,Dalian,0,Huaneng Dalian power station Unit 4,conventional_steam_coal,0,1,290,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,11.75,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
"神华内蒙古国华呼伦贝尔发电公司二期 (Phase II Unit 3, Phase II Unit 4) 神华内蒙古国华呼伦贝尔发电公司宝日希勒发电厂",2010,,IME,Hulunbuir,0,Hulunbuir Baorixile power station Unit 1,conventional_steam_coal,0,1,291,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.25,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
"神华内蒙古国华呼伦贝尔发电公司二期 (Phase II Unit 3, Phase II Unit 4) 神华内蒙古国华呼伦贝尔发电公司宝日希勒发电厂",2010,,IME,Hulunbuir,0,Hulunbuir Baorixile power station Unit 2,conventional_steam_coal,0,1,292,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.25,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
"Tongliao Huolinhe power station (Phase B Unit 7, Phase B Unit 8) 国家电投内蒙能源霍煤鸿骏电厂",2012,,IME,Tongliao,0,Hongjun Aluminum power station Unit 8,conventional_steam_coal,0,1,293,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
Datang Huichun power station 大唐珲春发电厂,2006,,JL,Yanbian,0,Hunchun power station Unit 1,conventional_steam_coal,0,1,294,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.44,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 国家电投露天煤业通辽霍林河坑口发电厂,2008,,IME,Tongliao,0,Huolinhe power station Unit 1,conventional_steam_coal,0,1,295,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.57,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 国家电投露天煤业通辽霍林河坑口发电厂,2008,,IME,Tongliao,0,Huolinhe power station Unit 2,conventional_steam_coal,0,1,296,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.57,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 锦江集团内蒙古锦联铝材公司自备电厂,2015,,IME,Tongliao,0,Huolinhe Zhanute power station Unit 2,conventional_steam_coal,1,1,297,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,660,1,660,1.78,117,13.7,8.41,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 锦江集团内蒙古锦联铝材公司自备电厂,2015,,IME,Tongliao,0,Huolinhe Zhanute power station Unit 3,conventional_steam_coal,1,1,298,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,660,1,660,1.78,117,13.7,8.41,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 锦江集团内蒙古锦联铝材公司自备电厂,2013,,IME,Tongliao,0,Huolinhe Zhanute power station Unit 4,conventional_steam_coal,1,1,299,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,11.31,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
动力一厂 中石油吉化自备电厂,1984,,JL,Jilin,0,Jilin City Works power station Unit 1,conventional_steam_coal,1,1,300,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.62,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
动力一厂 中石油吉化自备电厂,1994,,JL,Jilin,0,Jilin City Works power station Unit 2,conventional_steam_coal,1,1,301,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.62,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
Datang Huichun power station 大唐珲春发电厂,2006,,JL,Yanbian,0,Hunchun power station Unit 2,conventional_steam_coal,0,1,302,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.44,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
,2013,,LN,,0,Hongyanhe nuclear power plant Unit 1,nuclear,0,1,303,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1200,1,1200,2.32,235,33,10.46,None,0.3,1,1,1,1,24,24,0,0,,
,2014,,LN,,0,Hongyanhe nuclear power plant Unit 2,nuclear,0,1,304,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1200,1,1200,2.32,235,33,10.46,None,0.3,1,1,1,1,24,24,0,0,,
,2015,,LN,,0,Hongyanhe nuclear power plant Unit 3,nuclear,0,1,305,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1200,1,1200,2.32,235,33,10.46,None,0.3,1,1,1,1,24,24,0,0,,
,2016,,LN,,0,Hongyanhe nuclear power plant Unit 4,nuclear,0,1,306,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1200,1,1200,2.32,235,33,10.46,None,0.3,1,1,1,1,24,24,0,0,,
,,,JL,,0,JL_hydroelectric_pumped_storage,hydroelectric_pumped_storage,0,1,307,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,1,300,0,0,0,0,None,0,0.8,0.8,1,1,0,0,3600,0,,
,,,LN,,0,LN_hydroelectric_pumped_storage,hydroelectric_pumped_storage,0,1,308,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1,1200,0,0,0,0,None,0,0.8,0.8,1,1,0,0,14400,0,,
,,,IME,,0,IME_solar_photovoltaic,solar_photovoltaic,0,1,309,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1141,1,1141,0,0,0,0,None,0,1,1,1,1,0,0,0,0,,
,,,JL,,0,JL_solar_photovoltaic,solar_photovoltaic,0,1,310,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,560,1,560,0,0,0,0,None,0,1,1,1,1,0,0,0,0,,
,,,LN,,0,LN_solar_photovoltaic,solar_photovoltaic,0,1,311,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,520,1,520,0,0,0,0,None,0,1,1,1,1,0,0,0,0,,
,,,HL,,0,HL_solar_photovoltaic,solar_photovoltaic,0,1,312,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,170,1,170,0,0,0,0,None,0,1,1,1,1,0,0,0,0,,
,,,IME,,0,IME_onshore_wind_turbine,onshore_wind_turbine,0,1,313,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9159,1,9159,0,0,0,0,None,0,1,1,1,1,0,0,0,0,,
,,,JL,,0,JL_onshore_wind_turbine,onshore_wind_turbine,0,1,314,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5050,1,5050,0,0,0,0,None,0,1,1,1,1,0,0,0,0,,
,,,LN,,0,LN_onshore_wind_turbine,onshore_wind_turbine,0,1,315,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6950,1,6950,0,0,0,0,None,0,1,1,1,1,0,0,0,0,,
,,,HL,,0,HL_onshore_wind_turbine,onshore_wind_turbine,0,1,316,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5610,1,5610,0,0,0,0,None,0,1,1,1,1,0,0,0,0,,
,,,HL,,0,dummy_cogen_coal_proj Unit 1,cogen_conventional_steam_coal,0,1,317,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,HL,,0,dummy_cogen_coal_proj Unit 2,cogen_conventional_steam_coal,0,1,318,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,HL,,0,dummy_cogen_coal_proj Unit 3,cogen_conventional_steam_coal,0,1,319,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,HL,,0,dummy_cogen_coal_proj Unit 4,cogen_conventional_steam_coal,0,1,320,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,HL,,0,dummy_conven_coal_proj Unit 1,conventional_steam_coal,0,1,321,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,HL,,0,dummy_conven_coal_proj Unit 2,conventional_steam_coal,0,1,322,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,HL,,0,dummy_conven_coal_proj Unit 3,conventional_steam_coal,0,1,323,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,HL,,0,dummy_conven_coal_proj Unit 4,conventional_steam_coal,0,1,324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,JL,,0,dummy_cogen_coal_proj Unit 5,cogen_conventional_steam_coal,0,1,325,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,JL,,0,dummy_cogen_coal_proj Unit 6,cogen_conventional_steam_coal,0,1,326,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,JL,,0,dummy_conven_coal_proj Unit 5,conventional_steam_coal,0,1,327,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,LN,,0,dummy_cogen_coal_proj Unit 7,cogen_conventional_steam_coal,0,1,328,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,LN,,0,dummy_cogen_coal_proj Unit 8,cogen_conventional_steam_coal,0,1,329,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,LN,,0,dummy_cogen_coal_proj Unit 9,cogen_conventional_steam_coal,0,1,330,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,LN,,0,dummy_cogen_coal_proj Unit 10,cogen_conventional_steam_coal,0,1,331,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,LN,,0,dummy_conven_coal_proj Unit 6,conventional_steam_coal,0,1,332,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,LN,,0,dummy_conven_coal_proj Unit 7,conventional_steam_coal,0,1,333,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,LN,,0,dummy_conven_coal_proj Unit 8,conventional_steam_coal,0,1,334,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,IME,,0,dummy_cogen_coal_proj Unit 11,cogen_conventional_steam_coal,0,1,335,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,HL,,0,gas_dummy Unit 1,natural_gas_fired_combined_cycle,0,1,336,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,120,1,120,3.75,87,2,7.6,HL_Gas,0.2,1,1,1,1,2,2,0,0,1,gas_dummy
,,,JL,,0,gas_dummy Unit 2,natural_gas_fired_combined_cycle,0,1,337,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,10,3.75,87,2,7.6,JL_Gas,0.2,1,1,1,1,2,2,0,0,1,gas_dummy
,,,LN,,0,gas_dummy Unit 3,natural_gas_fired_combined_cycle,0,1,338,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40,1,40,3.75,87,2,7.6,LN_Gas,0.2,1,1,1,1,2,2,0,0,1,gas_dummy
,,,IME,,0,gas_dummy Unit 4,natural_gas_fired_combined_cycle,0,1,339,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,52,1,52,3.75,87,2,7.6,IME_Gas,0.2,1,1,1,1,2,2,0,0,1,gas_dummy
,,,IME,,0,IME_conventional_hydroelectric,conventional_hydroelectric,0,1,340,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,338.5950413,1,338.5950413,0,0,0,0,None,0,1,1,0.083,0.083,0,0,250,0,,
,,,JL,,0,JL_conventional_hydroelectric,conventional_hydroelectric,0,1,341,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3480,1,3480,0,0,0,0,None,0,1,1,0.083,0.083,0,0,1500,0,,
,,,LN,,0,LN_conventional_hydroelectric,conventional_hydroelectric,0,1,342,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1730,1,1730,0,0,0,0,None,0,1,1,0.083,0.083,0,0,150,0,,
,,,SD,,0,SD_cogen_conventional_steam_coal,cogen_conventional_steam_coal,0,1,343,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.72,111.15,13,10.4085141,SD_Coal,0.4,1,1,0.9,0.9,8,8,0,0,,
,,,JB,,0,JB_cogen_conventional_steam_coal,cogen_conventional_steam_coal,0,1,344,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.72,111.15,13,10.4085141,JB_Coal,0.4,1,1,0.9,0.9,8,8,0,0,,
,,,LN,,0,dummy_conven_coal_proj Unit 9,conventional_steam_coal,0,1,345,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,LN,,0,dummy_cogen_coal_proj Unit 12,cogen_conventional_steam_coal,0,1,346,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,LN,,0,dummy_cogen_coal_proj Unit 13,cogen_conventional_steam_coal,0,1,347,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,LN,,0,dummy_cogen_coal_proj Unit 14,cogen_conventional_steam_coal,0,1,348,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,LN,,0,dummy_cogen_coal_proj Unit 15,cogen_conventional_steam_coal,0,1,349,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,LN,,0,dummy_cogen_coal_proj Unit 16,cogen_conventional_steam_coal,0,1,350,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,LN,,0,dummy_cogen_coal_proj Unit 17,cogen_conventional_steam_coal,0,1,351,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,LN,,0,dummy_cogen_coal_proj Unit 18,cogen_conventional_steam_coal,0,1,352,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,HL,,0,dummy_cogen_coal_proj Unit 19,cogen_conventional_steam_coal,0,1,353,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,HL,,0,dummy_conven_coal_proj Unit 10,conventional_steam_coal,0,1,354,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,HL,,0,dummy_cogen_coal_proj Unit 20,cogen_conventional_steam_coal,0,1,355,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.79984848,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,1,
,,,HL,,0,HL_hydroelectric_pumped_storage,conventional_hydroelectric,0,1,356,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1080,1,1080,0,0,0,0,None,0,1,1,0.083,0.083,0,0,1080,0,,
