CHP_NonRetrofitted_Min_Power_300-660,CHP_NonRetrofitted_Min_Power_0-300,MLT_Band,predicted_loss,predicted_loss_lo95_lat,predicted_loss_hi95_lat,sigma_latent_std,sigma_predictive_std,in_S_0p05,in_S_0p1,in_S_0p2,in_S_0p3
0.5142808451477645,0.6518207288785502,0.18045020569321707,0.015515843670197538,0.015438353225044547,0.015593334115350526,0.01290115041537848,0.029283762761483024,false,false,false,false
0.710964946625518,0.4085035628257191,0.22897725108800004,0.017121614191859428,0.017022960946500725,0.01722026743721813,0.016424481170873036,0.030997784778318636,false,false,false,false
0.6706895174878414,0.394463899828612,0.3616733525109646,0.02031880008249148,0.02021586129159024,0.02042173887339272,0.017137968718236044,0.031381667438455794,false,false,false,false
0.4018559111366244,0.5855643853550904,0.33384902829462265,0.0204359216233377,0.02035315171106288,0.02051869153561252,0.01378011296769476,0.029681485691134612,false,false,false,false
0.3907900143878874,0.7238009823822649,0.1012412163050103,0.013370884950501656,0.013243562280740745,0.013498207620262567,0.021197567140439827,0.03377034101255203,false,false,false,true
0.5182457404458759,0.6537978193754568,0.2723090398782842,0.017877229704997544,0.017800984610293766,0.017953474799701323,0.012693815776463873,0.029193013520316852,false,false,false,false
0.7091912410353806,0.3333540499594237,0.3692206300220883,0.020824352362358075,0.02061632087797662,0.021032383846739534,0.03463453417825816,0.04348160573363789,false,false,false,false
0.45089478222255497,0.40817293543481636,0.2532527681224702,0.01890157917961421,0.018834898355188267,0.01896826000404015,0.011101489274479256,0.028536680667904903,false,false,false,false
0.4483177077717776,0.6704104852350805,0.18734486694111713,0.016092258856668824,0.01600553283691229,0.01617898487642536,0.014438753366265737,0.02999294380687647,false,false,false,false
0.3295493890585145,0.741846027779927,0.13693061070013904,0.014808848341976925,0.01468547002795535,0.014932226655998502,0.020540883254001312,0.03336205875369671,false,false,false,false
0.3149995026180348,0.5770808556243896,0.3645346423649184,0.02186043733535399,0.02168189706740302,0.022038977603304966,0.029724630533350706,0.03968189435718517,false,false,false,false
0.7115276166862017,0.7053208247123732,0.32283792499723074,0.016959931928506068,0.016814054120034085,0.017105809736978055,0.024286756201325498,0.03579030044876994,false,false,false,false
0.662624694678928,0.34439702077658285,0.3504772641378676,0.020623320525845448,0.020509931020786056,0.02073671003090484,0.018877876587344487,0.032364692241354756,false,false,false,false
0.5869042214989042,0.37608430162576156,0.27441352637646144,0.01903546593863569,0.018961220076621623,0.019109711800649756,0.012360969557883145,0.02904983042706985,false,false,false,false
0.3800301068585028,0.3222513855471524,0.06972437290713228,0.013360830706212766,0.013148584855478441,0.013573076556947093,0.03533617131708875,0.044042525844702016,false,false,false,true
0.5015979109503029,0.6541914413507486,0.24532126265625792,0.017376129808553256,0.017300306109609705,0.017451953507496804,0.01262365886774581,0.029162576063163845,false,false,false,false
0.35211238538375844,0.5413987521389932,0.2994680776613918,0.020103216050060067,0.020022829090407843,0.020183603009712295,0.013383382375217913,0.029499389878977038,false,false,false,false
0.34980442508815235,0.5298860238987544,0.1829350273718356,0.016822745487491485,0.016711744092517505,0.01693374688246547,0.018480287344444794,0.03213440679029015,false,false,false,false
0.5323590820615989,0.6379861428879254,0.17427339092235367,0.015255346845125086,0.015180167116100129,0.01533052657415004,0.012516446258935035,0.029116327144463265,false,false,false,false
0.4975889255379299,0.3695050522960725,0.3923267169874013,0.02216701525808371,0.02204032176853985,0.022293708747627566,0.021092816824416407,0.03370468811632861,false,false,false,false
0.6709481775312996,0.44084285947578417,0.3685667526101908,0.020019775303421066,0.019922977557076154,0.020116573049765978,0.01611556473833454,0.030835215359488754,false,false,false,false
